200.000000 0.000000 250.000000 0.000000
196.785918 17.855689 245.982397 26.783534
187.246974 35.137482 234.058718 52.706224
171.689759 51.289928 214.612198 76.934892
150.614293 65.793873 188.267867 98.690809
124.697960 78.183148 155.872450 117.274722
94.773732 88.059553 118.467166 132.089330
61.803399 95.105652 77.254249 142.658477
26.846653 99.094976 33.558316 148.642464
-8.972966 99.899307 -11.216208 149.848960
-44.504187 97.492791 -55.630233 146.239187
-78.605006 91.952777 -98.256258 137.929166
-110.179396 83.457325 -137.724245 125.185988
-138.212530 72.279486 -172.765662 108.419230
-161.803399 58.778525 -202.254249 88.167788
-180.193774 43.388374 -225.242217 65.082561
-192.792572 26.603685 -240.990715 39.905527
-199.194859 8.963931 -248.993573 13.445896
-199.194859 -8.963931 -248.993573 -13.445896
-192.792572 -26.603685 -240.990715 -39.905527
-180.193774 -43.388374 -225.242217 -65.082561
-161.803399 -58.778525 -202.254249 -88.167788
-138.212530 -72.279486 -172.765662 -108.419230
-110.179396 -83.457325 -137.724245 -125.185988
-78.605006 -91.952777 -98.256258 -137.929166
-44.504187 -97.492791 -55.630233 -146.239187
-8.972966 -99.899307 -11.216208 -149.848960
26.846653 -99.094976 33.558316 -148.642464
61.803399 -95.105652 77.254249 -142.658477
94.773732 -88.059553 118.467166 -132.089330
124.697960 -78.183148 155.872450 -117.274722
150.614293 -65.793873 188.267867 -98.690809
171.689759 -51.289928 214.612198 -76.934892
187.246974 -35.137482 234.058718 -52.706224
196.785918 -17.855689 245.982397 -26.783534
200.000000 -0.000000 250.000000 -0.000000
