117.0 -45.0 207.0 -45.0
117.0 -27.0 207.0 -27.0
117.0 -9.0 207.0 -9.0
117.0 9.0 207.0 9.0
117.0 27.0 207.0 27.0
117.0 45.0 207.0 45.0
117.0 63.0 207.0 63.0
117.0 81.0 207.0 81.0
117.0 99.0 207.0 99.0
117.0 117.0 207.0 117.0
117.0 135.0 207.0 135.0
117.0 135.0 207.0 153.0
117.0 135.0 207.0 171.0
117.0 135.0 207.0 189.0
117.0 135.0 207.0 207.0
117.0 135.0 207.0 225.0
117.0 135.0 189.0 225.0
117.0 135.0 171.0 225.0
117.0 135.0 153.0 225.0
117.0 135.0 135.0 225.0
117.0 135.0 117.0 225.0
99.0 135.0 99.0 225.0
99.0 135.0 81.0 225.0
99.0 135.0 63.0 225.0
99.0 135.0 45.0 225.0
99.0 135.0 27.0 225.0
99.0 135.0 9.0 225.0
99.0 135.0 9.0 207.0
99.0 135.0 9.0 189.0
99.0 135.0 9.0 171.0
99.0 135.0 9.0 153.0
99.0 135.0 9.0 135.0
99.0 117.0 9.0 117.0
99.0 99.0 9.0 99.0
99.0 81.0 9.0 81.0
99.0 63.0 9.0 63.0
99.0 45.0 9.0 45.0
99.0 27.0 9.0 27.0
99.0 9.0 9.0 9.0
99.0 -9.0 9.0 -9.0
99.0 -27.0 9.0 -27.0
99.0 -45.0 9.0 -45.0
99.0 -63.0 9.0 -45.0
99.0 -81.0 9.0 -45.0
99.0 -99.0 9.0 -45.0
99.0 -117.0 9.0 -45.0
99.0 -135.0 9.0 -45.0
81.0 -135.0 9.0 -45.0
63.0 -135.0 9.0 -45.0
45.0 -135.0 9.0 -45.0
27.0 -135.0 9.0 -45.0
9.0 -135.0 9.0 -45.0
-9.0 -135.0 -9.0 -45.0
-27.0 -135.0 -9.0 -45.0
-45.0 -135.0 -9.0 -45.0
-63.0 -135.0 -9.0 -45.0
-81.0 -135.0 -9.0 -45.0
-99.0 -135.0 -9.0 -45.0
-99.0 -117.0 -9.0 -45.0
-99.0 -99.0 -9.0 -45.0
-99.0 -81.0 -9.0 -45.0
-99.0 -63.0 -9.0 -45.0
-99.0 -45.0 -9.0 -45.0
-99.0 -27.0 -9.0 -27.0
-99.0 -9.0 -9.0 -9.0
-99.0 9.0 -9.0 9.0
-99.0 27.0 -9.0 27.0
-99.0 45.0 -9.0 45.0
-99.0 63.0 -9.0 63.0
-99.0 81.0 -9.0 81.0
-99.0 99.0 -9.0 99.0
-99.0 117.0 -9.0 117.0
-99.0 135.0 -9.0 135.0
-99.0 135.0 -9.0 153.0
-99.0 135.0 -9.0 171.0
-99.0 135.0 -9.0 189.0
-99.0 135.0 -9.0 207.0
-99.0 135.0 -9.0 225.0
-99.0 135.0 -27.0 225.0
-99.0 135.0 -45.0 225.0
-99.0 135.0 -63.0 225.0
-99.0 135.0 -81.0 225.0
-99.0 135.0 -99.0 225.0
-117.0 135.0 -117.0 225.0
-117.0 135.0 -135.0 225.0
-117.0 135.0 -153.0 225.0
-117.0 135.0 -171.0 225.0
-117.0 135.0 -189.0 225.0
-117.0 135.0 -207.0 225.0
-117.0 135.0 -207.0 207.0
-117.0 135.0 -207.0 189.0
-117.0 135.0 -207.0 171.0
-117.0 135.0 -207.0 153.0
-117.0 135.0 -207.0 135.0
-117.0 117.0 -207.0 117.0
-117.0 99.0 -207.0 99.0
-117.0 81.0 -207.0 81.0
-117.0 63.0 -207.0 63.0
-117.0 45.0 -207.0 45.0
-117.0 27.0 -207.0 27.0
-117.0 9.0 -207.0 9.0
-117.0 -9.0 -207.0 -9.0
-117.0 -27.0 -207.0 -27.0
-117.0 -45.0 -207.0 -45.0
-117.0 -63.0 -207.0 -63.0
-117.0 -81.0 -207.0 -81.0
-117.0 -99.0 -207.0 -99.0
-117.0 -117.0 -207.0 -117.0
-117.0 -135.0 -207.0 -135.0
-117.0 -153.0 -207.0 -153.0
-117.0 -153.0 -207.0 -171.0
-117.0 -153.0 -207.0 -189.0
-117.0 -153.0 -207.0 -207.0
-117.0 -153.0 -207.0 -225.0
-117.0 -153.0 -207.0 -243.0
-117.0 -153.0 -189.0 -243.0
-117.0 -153.0 -171.0 -243.0
-117.0 -153.0 -153.0 -243.0
-117.0 -153.0 -135.0 -243.0
-117.0 -153.0 -117.0 -243.0
-99.0 -153.0 -99.0 -243.0
-81.0 -153.0 -81.0 -243.0
-63.0 -153.0 -63.0 -243.0
-45.0 -153.0 -45.0 -243.0
-27.0 -153.0 -27.0 -243.0
-9.0 -153.0 -9.0 -243.0
9.0 -153.0 9.0 -243.0
27.0 -153.0 27.0 -243.0
45.0 -153.0 45.0 -243.0
63.0 -153.0 63.0 -243.0
81.0 -153.0 81.0 -243.0
99.0 -153.0 99.0 -243.0
117.0 -153.0 117.0 -243.0
135.0 -153.0 117.0 -243.0
153.0 -153.0 117.0 -243.0
171.0 -153.0 117.0 -243.0
189.0 -153.0 117.0 -243.0
207.0 -153.0 117.0 -243.0
207.0 -171.0 117.0 -243.0
207.0 -189.0 117.0 -243.0
207.0 -207.0 117.0 -243.0
207.0 -225.0 117.0 -243.0
207.0 -243.0 117.0 -243.0
207.0 -225.0 117.0 -225.0
207.0 -207.0 117.0 -207.0
207.0 -189.0 117.0 -189.0
207.0 -171.0 117.0 -171.0
207.0 -153.0 117.0 -153.0
207.0 -135.0 117.0 -135.0
207.0 -117.0 117.0 -117.0
207.0 -99.0 117.0 -99.0
207.0 -81.0 117.0 -81.0
207.0 -63.0 117.0 -63.0
207.0 -45.0 117.0 -45.0
