142.5 -112.5 217.5 -112.5
142.5 -75.0 217.5 -75.0
142.5 -37.5 217.5 -37.5
142.5 -37.5 217.5 0.0
142.5 -37.5 217.5 37.5
142.5 -37.5 180.0 37.5
142.5 -37.5 142.5 37.5
105.0 -37.5 142.5 37.5
67.5 -37.5 142.5 37.5
30.0 -37.5 105.0 37.5
-7.5 -37.5 67.5 37.5
-7.5 0.0 67.5 37.5
-7.5 37.5 67.5 37.5
-7.5 75.0 67.5 75.0
-7.5 112.5 67.5 112.5
-7.5 112.5 67.5 150.0
-7.5 112.5 67.5 187.5
-7.5 112.5 30.0 187.5
-7.5 112.5 -7.5 187.5
-45.0 112.5 -45.0 187.5
-82.5 112.5 -82.5 187.5
-120.0 112.5 -120.0 187.5
-157.5 112.5 -157.5 187.5
-157.5 112.5 -195.0 187.5
-157.5 112.5 -232.5 187.5
-157.5 112.5 -232.5 150.0
-157.5 112.5 -232.5 112.5
-157.5 75.0 -232.5 75.0
-157.5 37.5 -232.5 37.5
-157.5 37.5 -232.5 0.0
-157.5 37.5 -232.5 -37.5
-157.5 37.5 -195.0 -37.5
-157.5 37.5 -157.5 -37.5
-120.0 37.5 -120.0 -37.5
-82.5 37.5 -120.0 -37.5
-45.0 37.5 -120.0 -37.5
-45.0 0.0 -120.0 -37.5
-45.0 -37.5 -120.0 -37.5
-45.0 -75.0 -120.0 -75.0
-45.0 -112.5 -120.0 -112.5
-45.0 -112.5 -120.0 -150.0
-45.0 -112.5 -120.0 -187.5
-45.0 -112.5 -82.5 -187.5
-45.0 -112.5 -45.0 -187.5
-7.5 -112.5 -7.5 -187.5
30.0 -112.5 30.0 -187.5
67.5 -112.5 67.5 -187.5
105.0 -112.5 105.0 -187.5
142.5 -112.5 142.5 -187.5
142.5 -112.5 180.0 -187.5
142.5 -112.5 217.5 -187.5
142.5 -112.5 217.5 -150.0
142.5 -112.5 217.5 -112.5
